,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
747,SSS0901,0 2 4 7 9,True,AABBBABBAAAAABBBBA,-1.457737973711325,18,11,0.2403411865234375,399.37499999348074,355.82500000623986,436.7649999912828,435.08749999455176,0.752014823291409,1.6,2.5,0.0,0.0,-80.93999998504296,0.8146829531059989,11.0,7.0,2.0,9.0,9.0,2.0,9.0,9.0,2.0,20.0,20.0,20.0,18.0,0.55,0.35,0.1,0.45,0.45,0.1,0.45,0.45,0.1,0.6111111111111112,0.3888888888888889,0.20000000000000007,0.22222222222222227,750,20,No,headphones (in ear),,Other (please specify below):,shape of melody line (going up and down with the pitch),,,SONA for course credit,Korean,Yes,Male,,7.0,0,"Yes, I do alright",drums,Agree,Neither Agree nor Disagree,compare the starting and ending melody,2021-03-29 09:28:39,40585
748,SSS0903,0 2 4 7 9,True,BAABABAAABABAB,1.7880588557272705,14,4,0.9713134765625,2993.7025000108406,5240.277500008233,2402.9225000413135,3299.04000001261,0.7825859533345974,1.55,2.35,0.0,0.0,2837.3549999669194,2.180793388017357,4.0,10.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,20.0,20.0,20.0,14.0,0.2,0.5,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2857142857142857,0.7142857142857143,-0.3,-0.4285714285714286,751,21,No,"over the ear, bose",7 - 17,Other (please specify below):,"I sort of imagining them as waves, and forming ideas like whether or not a sharp turn exists",,,SONA for course credit,Chinese,Yes,Female,,5.0,9+,"Yes, I do alright",piano,Strongly Agree,Strongly Agree,remember it as do rai mi fa so la xi,2021-03-29 07:27:26,37805
749,SSS0904,0 2 4 7 9,True,ABBBAABBBBBBABAABBA,-0.42905054714314894,19,16,0.0022125244140625,873.0999999972992,605.1474999990314,4820.529999968596,4210.510000004433,0.7773103699954481,1.8,2.3,0.0,0.0,-4215.382499969564,0.12553547016676045,16.0,3.0,1.0,7.0,12.0,1.0,7.0,12.0,1.0,20.0,20.0,20.0,19.0,0.8,0.15,0.05,0.35,0.6,0.05,0.35,0.6,0.05,0.8421052631578947,0.15789473684210525,0.65,0.6842105263157894,752,20,No,in-ear,6-18,Other (please specify below):,sometimes the highest/lowest note change and maybe there is a change on length too?,,,SONA for course credit,Chinese,Yes,Female,,6.0,9+,"Yes, I do alright",Violin,Agree,Neither Agree nor Disagree,"based on the range and note, but am not so good at discriminating different pitches",2021-05-01 12:20:10,41120
750,SSS0906,0 2 4 7 9,True,ABAAAABBAABABBBBB,-0.7394637578467615,17,11,0.1661529541015625,1052.6049999753013,1025.774999987334,2621.6700000222772,1007.9699999187142,0.7580197060839521,1.35,2.25,0.0,0.0,-1595.8950000349432,0.3912677796895176,11.0,6.0,3.0,8.0,9.0,3.0,8.0,9.0,3.0,20.0,20.0,20.0,17.0,0.55,0.3,0.15,0.4,0.45,0.15,0.4,0.45,0.15,0.6470588235294118,0.35294117647058826,0.25000000000000006,0.29411764705882354,753,20,No,in ear,6-11,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,7.0,4-5,"Yes, I do alright",guzheng,Agree,Agree,,2021-05-01 13:18:28,36360
751,SSS0907,0 2 4 7 9,True,BABBBBAAAABBBBB,-1.6233588998268558,15,6,0.84912109375,1885.6800000071526,2042.5399999655783,1774.0849999822676,1755.4400000367314,0.8056238008153352,1.7,2.6,0.0,0.0,268.4549999833107,1.1513202580406203,6.0,9.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,20.0,20.0,20.0,15.0,0.3,0.45,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.4,0.6,-0.15000000000000002,-0.19999999999999996,754,19,No,Headphones,5-10,English,,,,SONA for course credit,,No,Male,,6.0,4-5,"Yes, but not so well",guitar,Strongly Agree,Agree,none,2021-05-02 18:40:27,40739
752,SSS0908,0 2 4 7 9,True,AABBAABAA,0.0,9,8,0.01953125,902.8699999907985,541.1450000246987,1114.1699999570847,1368.0600000079721,0.8150859793341176,1.7,2.6,0.0,0.0,-573.024999932386,0.48569338614892016,8.0,1.0,11.0,6.0,3.0,11.0,6.0,3.0,11.0,20.0,20.0,20.0,9.0,0.4,0.05,0.55,0.3,0.15,0.55,0.3,0.15,0.55,0.8888888888888888,0.1111111111111111,0.35000000000000003,0.7777777777777777,755,18,No,Headphones,,English,Different notes. some were at a higher pitch than others.,,,SONA for course credit,,Yes,Male,,1.0,0,No,,Strongly Agree,Agree,,2021-03-29 10:47:04,41081
753,SSS0909,0 2 4 7 9,True,BBB,0.0,3,2,0.5,641.7300000030082,487.0950000039302,397.2900000079535,661.5449999952689,0.8148419230656607,1.65,2.95,0.0,0.0,89.80499999597669,1.226043947731327,2.0,1.0,17.0,0.0,3.0,17.0,0.0,3.0,17.0,20.0,20.0,20.0,3.0,0.1,0.05,0.85,0.0,0.15,0.85,0.0,0.15,0.85,0.6666666666666666,0.3333333333333333,0.05,0.3333333333333333,756,19,No,in-ear headphones,12-15,Other (please specify below):,I pay attention to specific difference,,,SONA for course credit,Mandarin,Yes,Female,,3.0,2-3,"Yes, but not so well",Piano,Agree,Agree,,2021-03-29 10:44:06,40467
754,SSS0910,0 2 4 7 9,True,BBABBBABBBAB,1.2535663410560174,12,12,0.000244140625,544.7949999943376,324.0700000023935,0.0,686.5874999931548,0.7764612852501791,1.3,2.9,0.0,0.0,0.0,0.0,12.0,0.0,8.0,3.0,9.0,8.0,3.0,9.0,8.0,20.0,20.0,20.0,12.0,0.6,0.0,0.4,0.15,0.45,0.4,0.15,0.45,0.4,1.0,0.0,0.6,1.0,757,21,No,headphones,10-17,English,,,,SONA for course credit,,No,Male,,10.0,6-8,"Yes, I do alright",Piano,Strongly Agree,Disagree,"Just general feel, if key changed.",2021-03-29 11:11:55,40875
755,SSS0911,0 2 4 7 9,True,BBBBABABABABBABABA,2.279211529192759,18,12,0.1189422607421875,3265.81500004977,1768.2900000363588,3803.227500000503,16534.23250000924,0.8005478819129358,1.45,2.8,0.0,0.0,-2034.937499964144,0.4649445766881221,12.0,6.0,2.0,7.0,11.0,2.0,7.0,11.0,2.0,20.0,20.0,20.0,18.0,0.6,0.3,0.1,0.35,0.55,0.1,0.35,0.55,0.1,0.6666666666666666,0.3333333333333333,0.3,0.3333333333333333,758,18,No,Airpods Pro,8-13,English,Either switches in key or added-in notes,,,SONA for course credit,,Yes,Male,,7.0,4-5,"Yes, but not so well",Piano,Strongly Agree,Agree,focusing on certain sections in the middle,2021-03-29 11:30:12,39819
756,SSS0912,0 2 4 7 9,True,ABBABBABBAABBBBAAA,-0.43766345035272025,18,12,0.1189422607421875,505.19250001525506,425.64250000566244,591.5450000027195,684.9050000165589,0.7889345904845879,1.2,3.05,0.0,0.0,-165.90249999705702,0.7195437371691176,12.0,6.0,2.0,8.0,10.0,2.0,8.0,10.0,2.0,20.0,20.0,20.0,18.0,0.6,0.3,0.1,0.4,0.5,0.1,0.4,0.5,0.1,0.6666666666666666,0.3333333333333333,0.3,0.3333333333333333,759,20,No,I used in-ear earphones from apple.,12-18,English,,,,SONA for course credit,,No,Female,,7.0,6-8,"Yes, but not so well","Flute, piano",Strongly Agree,Agree,"Just trying to hear those off notes that do not fit right in the melody, but I do not think I did so well with that strategy.",2021-05-01 18:08:16,36237
757,SSS0913,0 2 4 7 9,True,BBAB,1.0,4,2,0.6875,1349.172499962151,1619.0325000789016,675.4875000333413,1460.717499954626,0.7797255448364997,2.0,2.65,0.0,0.0,943.5450000455603,2.396835618718315,2.0,2.0,16.0,1.0,3.0,16.0,1.0,3.0,16.0,20.0,20.0,20.0,4.0,0.1,0.1,0.8,0.05,0.15,0.8,0.05,0.15,0.8,0.5,0.5,0.0,0.0,760,22,No,earbuds ,,English,,,,SONA for course credit,,Yes,Male,,2.0,0,No,,Strongly Agree,Agree,compare & contrast ,2021-03-30 13:32:29,37947
758,SSS0914,0 2 4 7 9,True,AABABABABBABABABABB,2.6168351279659414,19,10,0.5,3294.5275000019465,2822.4300000001676,2854.7450000043027,16989.95000000298,0.8040306297355084,1.55,3.35,0.0,0.0,-32.31500000413507,0.988680249898297,10.0,9.0,1.0,9.0,10.0,1.0,9.0,10.0,1.0,20.0,20.0,20.0,19.0,0.5,0.45,0.05,0.45,0.5,0.05,0.45,0.5,0.05,0.5263157894736842,0.47368421052631576,0.04999999999999999,0.05263157894736842,761,20,No,"Headphones, over-the-ear",8-16,English,Some keys were switched to a higher/lower pitch,,,SONA for course credit,,Yes,Male,,8.0,6-8,"Yes, I do alright",Piano,Strongly Agree,Neither Agree nor Disagree,Sound of the notes,2021-05-01 21:21:08,41161
759,SSS0915,0 2 4 7 9,True,BBAAAAAABABAAABABABA,0.964644285322452,20,9,0.7482776641845703,1412.5649999999441,1348.2050000000745,1476.9249999998137,0.0,0.8101026959872414,1.35,2.8,0.0,0.0,-128.71999999973923,0.912845946815339,9.0,11.0,0.0,13.0,7.0,0.0,13.0,7.0,0.0,20.0,20.0,20.0,20.0,0.45,0.55,0.0,0.65,0.35,0.0,0.65,0.35,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,762,19,No,yes,5-18,English,,,,SONA for course credit,,No,Female,,8.0,9+,"Yes, I am near professional",piano,Agree,Neither Agree nor Disagree,visualize the notes,2021-05-01 23:42:13,40695
760,SSS0917,0 2 4 7 9,True,BBBAABAABBBAAAABAAAB,-0.8823030912055562,20,13,0.13158798217773438,921.0700000403449,914.9849999230355,1020.5249998252839,0.0,0.7950883591411483,1.95,1.9,0.0,0.0,-105.53999990224838,0.8965826413656529,13.0,7.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.65,0.35,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.65,0.35,0.30000000000000004,0.30000000000000004,763,20,No,"in-ear, airpods",9-12,Other (please specify below):,,,,SONA for course credit,mandarin,No,Female,,4.0,2-3,"Yes, but not so well",Guitar,Strongly Agree,Agree,,2021-05-02 13:12:04,39444
761,SSS0918,0 2 4 7 9,False,BBBBBBBBBBBBBBBBBBBB,0.0,20,10,0.5880985260009766,1525.1149999820627,1347.3574999952689,1962.7874999858905,0.0,0.7782225927755061,1.5,2.85,0.0,0.0,-615.4299999906216,0.686451029469545,10.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,764,20,No,airpods,7-13,English,different melodies,,,SONA for course credit,,Yes,Male,,7.0,4-5,No,,Strongly Disagree,Neither Agree nor Disagree,focus,2021-03-30 19:57:30,41047
762,SSS0919,0 2 4 7 9,True,AABABBABABABBABAB,2.2775483741680254,17,6,0.9282684326171875,4511.007499997504,2484.9174999981187,5728.31500001438,3235.955000010319,0.7681484292971218,1.2,3.4,0.0,0.0,-3243.397500016261,0.43379554022288946,6.0,11.0,3.0,8.0,9.0,3.0,8.0,9.0,3.0,20.0,20.0,20.0,17.0,0.3,0.55,0.15,0.4,0.45,0.15,0.4,0.45,0.15,0.35294117647058826,0.6470588235294118,-0.25000000000000006,-0.29411764705882354,765,18,No,in-ear headphones ,,English,I listened for changes in key ,,,SONA for course credit,,Yes,Female,,4.0,0,No,,Strongly Agree,Neither Agree nor Disagree,I just tried to map out the first melody in my mind and then listen for notes that didn't match ,2021-03-30 23:21:39,37920
763,SSS0920,0 2 4 7 9,True,BBAABBBABBAAABABABBA,0.5108070528032165,20,15,0.020694732666015625,301.3975000940263,292.8800000809133,417.2299997881055,0.0,0.8029947985588656,1.65,2.45,0.0,0.0,-124.34999970719218,0.7019629466473059,15.0,5.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.75,0.25,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.75,0.25,0.5,0.5,766,21,No,in ear headphones,,English,major/minor key changes,,,SONA for course credit,,Yes,Female,,4.0,0,No,,Agree,Agree,i listened for notes that stuck out to me for being different than anticipated,2021-03-30 21:37:34,39185
764,SSS0921,0 2 4 7 9,False,AAABBABBAA,-0.5619514869490162,10,6,0.376953125,527.3450000095181,527.3450000095181,437.7400000812486,585.9525000560097,0.78248199280203,2.15,3.0,0.0,0.0,89.60499992826954,1.2046991362718464,6.0,4.0,10.0,6.0,4.0,10.0,6.0,4.0,10.0,20.0,20.0,20.0,10.0,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.2,0.5,0.6,0.4,0.09999999999999998,0.19999999999999996,767,23,No,in-ear,16-17,Other (please specify below):,,,,SONA for course credit,Korean,No,Male,,2.0,1,"Yes, but not so well",trombone,Neither Agree nor Disagree,Agree,pitch,2021-03-31 00:56:15,40451
765,SSS0923,0 2 4 7 9,True,ABBBBBBABAABABAABAAB,0.5108070528032165,20,9,0.7482776641845703,654.0299999979325,449.195000000298,864.2200000025332,0.0,0.7702490630788352,1.5,2.3,0.0,0.0,-415.0250000022352,0.5197692717120425,9.0,11.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.45,0.55,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,768,19,No,airpods,7-12,English,,,,SONA for course credit,,No,Female,,0.0,4-5,No,,Agree,Strongly Agree,i don't know anything about music,2021-03-31 10:30:24,40974
766,SSS0924,0 2 4 7 9,True,AAABAABABBABAABBBAAB,0.5108070528032165,20,13,0.13158798217773438,1136.2700000000186,997.730000000447,1451.1899999999441,0.0,0.7669860972436136,1.75,3.0,0.0,0.0,-453.4599999994971,0.6875254101809449,13.0,7.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.65,0.35,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.65,0.35,0.30000000000000004,0.30000000000000004,769,20,Yes,yes; in-ear headphones,7~14,English,I based it off of different notes at least from what I could tell. ,,,SONA for course credit,,Yes,Female,At certain times some of them seemed to have more notes than others,8.0,6-8,"Yes, I do alright","Violin, piano",Agree,Disagree,tune difference,2021-03-31 09:20:47,36618
767,SSS0925,0 2 4 7 9,True,BAAABBBABBBAAABB,-0.9869275424396534,16,8,0.5981903076171875,2303.380000026431,1911.4600000316277,3823.4750000122003,4084.6025000205263,0.7968793846192236,1.45,2.55,0.0,0.0,-1912.0149999805726,0.4999274220507597,8.0,8.0,4.0,7.0,9.0,4.0,7.0,9.0,4.0,20.0,20.0,20.0,16.0,0.4,0.4,0.2,0.35,0.45,0.2,0.35,0.45,0.2,0.5,0.5,0.0,0.0,770,18,No,in-ear headphones,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,,0.0,0,No,,Strongly Agree,Strongly Agree,I pay attention to the difference of pitches,2021-05-02 13:30:50,41053
768,SSS0926,0 2 4 7 9,True,BBBAABBBABABBB,0.19847906537954918,14,7,0.604736328125,3737.6050000302494,923.5300000309944,3760.869999997318,10413.074999989942,0.7837977836760044,1.55,2.75,0.0,0.0,-2837.3399999663234,0.24556286179305667,7.0,7.0,6.0,4.0,10.0,6.0,4.0,10.0,6.0,20.0,20.0,20.0,14.0,0.35,0.35,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.5,0.5,0.0,0.0,771,20,No,"headphones, airpods",9-18,English,,,,SONA for course credit,,No,Female,,7.0,9+,"Yes, I do alright",piano,Strongly Agree,Disagree,not any,2021-03-31 21:27:38,40783
769,SSS0927,0 2 4 7 9,True,BAABBBBBBBBABABBAAB,-0.11608434657339128,19,15,0.00960540771484375,836.2499999930151,658.6300000054762,2073.984999995446,840.85999999661,0.7756872758128492,1.55,2.85,0.0,0.0,-1415.3549999899697,0.3175673883884996,15.0,4.0,1.0,6.0,13.0,1.0,6.0,13.0,1.0,20.0,20.0,20.0,19.0,0.75,0.2,0.05,0.3,0.65,0.05,0.3,0.65,0.05,0.7894736842105263,0.21052631578947367,0.55,0.5789473684210527,772,18,Yes,I used headphones in-ear. I used the apple earphones that you plug into the laptop.,12-14,Spanish,Some notes were higher or lower than others in previous sounds,,,SONA for course credit,,Yes,Female,In the first 2-3 blocks I did not use the strategy.,5.0,2-3,"Yes, but not so well","Clarinet, Piano",Strongly Agree,Strongly Disagree,I compared the first sound to the second sound and the second sound to the third sound,2021-03-31 15:03:34,40594
770,SSS0928,0 2 4 7 9,True,ABBABBBAAABBABABBA,0.5470793129408998,18,12,0.1189422607421875,1136.2399999997579,1136.2399999997579,1092.8374999999069,1503.5899999993853,0.8002297977272015,1.4,2.7,0.0,0.0,43.40249999985099,1.0397154197214633,12.0,6.0,2.0,8.0,10.0,2.0,8.0,10.0,2.0,20.0,20.0,20.0,18.0,0.6,0.3,0.1,0.4,0.5,0.1,0.4,0.5,0.1,0.6666666666666666,0.3333333333333333,0.3,0.3333333333333333,773,19,No,"in-ear headphones, airpods",9-17,English,changes in key,,,SONA for course credit,,No,Female,,8.0,6-8,"Yes, I do alright","piano, voice",Strongly Agree,Neither Agree nor Disagree,listening for changes in progression,2021-03-31 18:52:26,40798
771,SSS0931,0 2 4 7 9,True,BBBABABABAAAAABABBBB,0.04643700480029226,20,11,0.41190147399902344,413.11499997391365,416.1399999866262,410.0899999612011,0.0,0.7860123261730002,1.6,2.95,0.0,0.0,6.050000025425106,1.0147528591918786,11.0,9.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.55,0.45,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.55,0.45,0.10000000000000003,0.10000000000000003,774,,No,headphones (in-ear),,Other (please specify below):,,,,SONA for course credit,Thai,No,Female,,5.0,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-03-31 22:55:53,40229
772,SSS0932,0 2 4 7 9,True,BBABBBBBBBAB,0.7928249671720912,12,8,0.19384765625,426.8724999856204,407.46499999659136,330.4950000019744,618.9050000102725,0.7671168093314022,1.95,2.4,0.0,0.0,76.96999999461696,1.2328930845978219,8.0,4.0,8.0,2.0,10.0,8.0,2.0,10.0,8.0,20.0,20.0,20.0,12.0,0.4,0.2,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.6666666666666666,0.3333333333333333,0.2,0.3333333333333333,775,20,No,in-ear,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,0.0,0,No,,Strongly Agree,Strongly Agree,Nothing strategical but all depend on feelings.,2021-04-01 01:23:29,38054
773,SSS0933,0 2 4 7 9,True,BBBBABABAAABBB,-0.26157418189029863,14,13,0.00091552734375,1616.3325000016484,1523.1999999959953,3819.1749999970198,3859.5349999957252,0.7885500783718798,2.05,2.4,0.0,0.0,-2295.9750000010245,0.3988295901594412,13.0,1.0,6.0,5.0,9.0,6.0,5.0,9.0,6.0,20.0,20.0,20.0,14.0,0.65,0.05,0.3,0.25,0.45,0.3,0.25,0.45,0.3,0.9285714285714286,0.07142857142857142,0.6,0.8571428571428572,776,21,No,over-the ear,8-9,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,3.0,1,"Yes, but not so well",piano,Strongly Agree,Agree,notes that didn't appear in the sample,2021-04-01 04:34:58,41112
774,SSS0934,0 2 4 7 9,True,AAAAAAAAAAAAAAAAAAAA,0.0,20,10,0.5880985260009766,1387.7999999094754,1253.499999991618,1636.8999999249354,0.0,0.8038914062198369,2.1,2.3,0.0,0.0,-383.3999999333173,0.7657767731987909,10.0,10.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,777,18,No,in ear ,4,Other (please specify below):,,,,SONA for course credit,Mandarin and Cantonese,No,Female,,4.0,9+,"Yes, I do alright",Guzheng,Strongly Agree,Disagree,the pitch,2021-04-01 15:35:24,40657
775,SSS0936,0 2 4 7 9,True,BABBBAAABBBBBAAABA,-0.9300348319995303,18,12,0.1189422607421875,2545.469999997178,3095.7375000000466,1966.0225000046194,5370.46249999525,0.7818515796326435,1.95,2.7,0.0,0.0,1129.7149999954272,1.574619568185396,12.0,6.0,2.0,8.0,10.0,2.0,8.0,10.0,2.0,20.0,20.0,20.0,18.0,0.6,0.3,0.1,0.4,0.5,0.1,0.4,0.5,0.1,0.6666666666666666,0.3333333333333333,0.3,0.3333333333333333,778,19,No,No,0,English,I heard different noises so chose the different ones,,,SONA for course credit,,Yes,Male,No,1.0,0,No,no,Strongly Agree,Strongly Agree,My head to remember,2021-04-01 16:54:51,40571
776,SSS0937,0 2 4 7 9,True,BBBABAABAABAAABABB,0.48591265790377497,18,18,3.814697265625e-06,368.5224999997299,336.5075000000652,0.0,1089.617499999702,0.7842372203612229,1.7,2.85,0.0,0.0,0.0,0.0,18.0,0.0,2.0,9.0,9.0,2.0,9.0,9.0,2.0,20.0,20.0,20.0,18.0,0.9,0.0,0.1,0.45,0.45,0.1,0.45,0.45,0.1,1.0,0.0,0.9,1.0,779,18,Yes,over-the-ear headphones,7-11,Other (please specify below):,a particular note may have been off/sounded out of place.,,,SONA for course credit,Cantonese,Yes,Male,my pattern strategy started changing around block 4,6.0,4-5,"Yes, I do alright","piano, percussion, trumpet ",Strongly Agree,Neither Agree nor Disagree,"At first, heading into the experiment i was looking for a difference in pattern, but then i noticed very specific notes going off, maybe like 1 key off the entire melody.",2021-04-01 20:58:12,40750
777,SSS0938,0 2 4 7 9,True,BAABBAABBAAABAB,0.28718326344709516,15,13,0.003692626953125,1327.924999999581,1136.7600000011735,1557.3675000006333,2315.7549999998882,0.766637062880464,1.65,2.25,0.0,0.0,-420.60749999945983,0.729924054534791,13.0,2.0,5.0,8.0,7.0,5.0,8.0,7.0,5.0,20.0,20.0,20.0,15.0,0.65,0.1,0.25,0.4,0.35,0.25,0.4,0.35,0.25,0.8666666666666667,0.13333333333333333,0.55,0.7333333333333334,780,20,No,over-the-ear headphones,16,English,,,,SONA for course credit,,No,Female,,4.0,1,No,,Strongly Agree,Agree,I tried to focus on the middle of each melody cause I thought if there would be a change the middle would be a place to put it that seems inconspicuous.,2021-04-01 21:16:27,40533
778,SSS0939,0 2 4 7 9,True,BBBBBBAABABBBBBAAB,-0.751737913178449,18,13,0.048126220703125,939.249999995809,442.5850000111386,1583.2300000470132,1472.5974999889731,0.7848315432302807,1.35,2.65,0.0,0.0,-1140.6450000358745,0.2795456124492312,13.0,5.0,2.0,5.0,13.0,2.0,5.0,13.0,2.0,20.0,20.0,20.0,18.0,0.65,0.25,0.1,0.25,0.65,0.1,0.25,0.65,0.1,0.7222222222222222,0.2777777777777778,0.4,0.4444444444444444,781,18,No,Headphones (Sony WH1000XM3 Noise Cancelling),8-17,English,,,,SONA for course credit,,No,Male,,6.0,9+,"Yes, but not so well",Violin and some Piano,Agree,Neither Agree nor Disagree,Identifying key notes that were distinctly different in pitch,2021-05-02 20:20:44,40948
779,SSS0941,0 2 4 7 9,True,BBBABBBBBBAABBAAAB,-1.1019463300386796,18,10,0.40726470947265625,899.0049999996554,877.3725000063423,856.0399999842048,4243.575000000419,0.749891872018243,1.55,2.65,0.0,0.0,21.332500022137538,1.0249199804010691,10.0,8.0,2.0,6.0,12.0,2.0,6.0,12.0,2.0,20.0,20.0,20.0,18.0,0.5,0.4,0.1,0.3,0.6,0.1,0.3,0.6,0.1,0.5555555555555556,0.4444444444444444,0.09999999999999998,0.11111111111111116,782,19,No,earphones,,Other (please specify below):,Sometimes I hear a lower key or a different key even if the melody roughly stay the same ,,,SONA for course credit,Bahasa indonesia,Yes,Female,,2.0,0,No,,Agree,Strongly Agree,I try to look our for similar tunes and patterns ,2021-04-02 13:22:11,40576
780,SSS0943,0 2 4 7 9,True,BBAABAAABAABBBBBAB,-0.43766345035272025,18,18,3.814697265625e-06,208.67250001174398,188.1225000252016,0.0,2974.210000014864,0.8100687410932513,1.9,2.85,0.0,0.0,0.0,0.0,18.0,0.0,2.0,8.0,10.0,2.0,8.0,10.0,2.0,20.0,20.0,20.0,18.0,0.9,0.0,0.1,0.4,0.5,0.1,0.4,0.5,0.1,1.0,0.0,0.9,1.0,783,25,No,"in-ear, apple",12-14,English,If there were notes that differed from the original melody or pattern,,,SONA for course credit,,Yes,Female,,6.0,2-3,"Yes, I do alright","Guitar, Piano, Ukulele",Agree,Agree,memory,2021-04-02 17:39:52,41083
781,SSS0944,0 2 4 7 9,True,BBBBABBAABBABBBAAAB,-0.42905054714314894,19,16,0.0022125244140625,431.16249999729916,429.9974999993574,468.8549999995157,463.83000000054017,0.7786285698907838,1.7,2.2,0.0,0.0,-38.857500000158325,0.9171225645451185,16.0,3.0,1.0,7.0,12.0,1.0,7.0,12.0,1.0,20.0,20.0,20.0,19.0,0.8,0.15,0.05,0.35,0.6,0.05,0.35,0.6,0.05,0.8421052631578947,0.15789473684210525,0.65,0.6842105263157894,784,20,Yes,in-ear airpods,8-15,English,"the difference in notes, whether they were major or minor and matched the original sound",,,SONA for course credit,,Yes,Female,"after hearing similar sounds for a long time it got harder to differentiate, but taking a break and resting my head was refreshing",5.0,6-8,"Yes, I do alright","piano, trumpet",Strongly Agree,Strongly Disagree,"rhythm, notes, major and minor sounds",2021-04-02 17:19:52,39459
782,SSS0945,0 2 4 7 9,True,BAABBABBBABBAAAAB,-0.23662840251096373,17,16,0.0001373291015625,438.3325000235345,385.5650000041351,1240.1149999932386,2586.5150000317954,0.8025207638300895,1.8,2.55,0.0,0.0,-854.5499999891035,0.3109106816756811,16.0,1.0,3.0,8.0,9.0,3.0,8.0,9.0,3.0,20.0,20.0,20.0,17.0,0.8,0.05,0.15,0.4,0.45,0.15,0.4,0.45,0.15,0.9411764705882353,0.058823529411764705,0.75,0.8823529411764706,785,20,No,"I used AirPods, which are wireless earbuds made by Apple.",7-20,English,"I would wait for a note to sound off, like not in key, or for dissonance, or for the musical pattern to be slightly changed",,,SONA for course credit,,Yes,Male,,8.0,9+,"Yes, I am near professional","violin, indian drums (mridangam)",Strongly Agree,Neither Agree nor Disagree,"I recognize the patterns in the music and see if each melody fits that, if there is a change in key, I can generally tell.",2021-04-03 00:05:13,41062
