StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-09-25 18:39:12,2020-09-25 18:41:05,IP Address,216.165.95.156,100,112,True,2020-09-25 18:41:06,R_3KAE4NpZ4QIDMq2,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,0,,"Yes, I do alright",guitar,none,No,,No,,over the ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0017,39755,,,,Unknown
2020-09-25 18:46:20,2020-09-25 18:48:34,IP Address,100.36.106.229,100,133,True,2020-09-25 18:48:34,R_3qCdnJMN4mkqceZ,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,0,1,12,No,,"I tried recognizing peaks and down at first, but as time went on I became too angry to do that.",No,,Yes,"I became too angry to focus. I have never been angry at a study before, but this was so frustrating I started shaking after the first ten.","headphones, bad model",Neither Agree nor Disagree,Strongly Agree,Agree,SSS0023,40197,,,,Unknown
2020-09-25 19:06:00,2020-09-25 19:07:24,IP Address,216.165.95.142,100,83,True,2020-09-25 19:07:24,R_2uWHZdmi4njicRi,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,6-8,8-16,"Yes, but not so well",piano,,Yes,,No,,in-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0015,39637,,,,
2020-09-25 20:52:13,2020-09-25 20:56:00,IP Address,76.176.203.218,100,227,True,2020-09-25 20:56:01,R_1gqFqyVKRHiquGB,,,,,32.842498779296875,-117.2483978271484375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,0,,No,,listen to notes that stand out from the rest (either higher or lower),Yes,I would sing the test melody to myself while the two options were playing to hear if there were any notes that were higher or lower than the ones from the original,No,,standard issue apple earbuds (plug-in not airpods),Strongly Agree,Agree,Agree,SSS0043,40191,,Unknown,,Unknown
2020-09-25 22:54:43,2020-09-25 22:58:03,IP Address,67.86.152.36,100,199,True,2020-09-25 22:58:03,R_2uU4Lqv6t9VyD6M,,,,,40.6461944580078125,-73.955902099609375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,0,0,,No,,,No,,No,,in-ear,Strongly Agree,Strongly Agree,Agree,SSS0045,39921,,,,
2020-09-26 12:39:12,2020-09-26 12:42:27,IP Address,24.190.105.44,100,195,True,2020-09-26 12:42:27,R_2dLJJ8ljCG5Q03y,,,,,40.8343048095703125,-73.92350006103515625,anonymous,EN,18,Male,SONA for course credit,,English,,Passive,8,0,,No,,focusing on where and how the high notes hit mostly,No,,No,,earphones aka airpods,Strongly Agree,Strongly Agree,Agree,SSS0066,39526,,,,Unknown
2020-09-26 13:40:44,2020-09-26 13:43:18,IP Address,99.73.132.138,100,154,True,2020-09-26 13:43:18,R_3fH4D7Hr4sAlZ41,,,,,25.7588043212890625,-80.19629669189453125,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,4,0,,"Yes, but not so well",Guitar and uquelele,close my eyes and picture the melody,No,,No,,"airpods ",Agree,Disagree,Agree,SSS0072,39855,,,,Unknown
2020-09-26 15:40:21,2020-09-26 15:44:30,IP Address,113.10.19.196,100,248,True,2020-09-26 15:44:30,R_1r0PVmh8iZGpwLK,,,,,37.5984954833984375,126.978302001953125,anonymous,EN,27,Male,SONA for course credit,,Other (please specify below):,Korean,Detractor,0,2-3,8~10,"Yes, I do alright",clarinet,,Yes,tone changes,No,,in-ear,Agree,Agree,Agree,SSS0090,39948,,Unknown,,
2020-09-26 18:30:45,2020-09-26 18:32:28,IP Address,12.43.160.165,100,103,True,2020-09-26 18:32:28,R_2AWMViU81VdbqEV,,,,,32.679901123046875,-117.1708984375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,6-8,7-14,No,piano,none,No,,No,,"headphones ",Agree,Neither Agree nor Disagree,Agree,SSS0099,39881,,,,Unknown
2020-09-26 18:49:19,2020-09-26 18:55:51,IP Address,67.176.159.154,100,392,True,2020-09-26 18:55:52,R_Urq6DwIH4i8jg8p,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,9+,"4-14, 15-16","Yes, I do alright",Electric bass guitar,Pay attention to the number of times the starting note was played and then make an imaginary staircase in my head whether the melody went up or down from it each time.,Yes,Sometimes it seemed like there was an additional note. Other times there seemed to be 1-2 notes that were different and usually in the middle.,Yes,"2, I noticed that the change never happened at the beginning or end, so I focused more on the middle fluctuations",over-the-ear mpow s/n 18A143,Strongly Agree,Agree,Agree,SSS0101,39888,,Unknown,,Unknown
2020-09-26 19:06:38,2020-09-26 19:09:41,IP Address,216.165.95.193,100,183,True,2020-09-26 19:09:41,R_u9VbHvj59P4VDcl,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,5,4-5,9-14,"Yes, but not so well",Piano,I tried to listen for a recognizable tune or part of the melody that would sometimes distinguish the melodies.,Yes,"Sometimes, a specific note or few notes would be different or in a different place. If I had remembered the sequence of the original melody, I could use this particular note to distinguish the melodies.",Yes,"At first I simply tried to listen to the tunes, but due to their complexity and randomness, it was difficult to do this. I tried my best to remember specific groupings of patterns.",Over-ear headphones.,Strongly Agree,Agree,Agree,SSS0105,39550,,Unknown,,Unknown
2020-09-26 19:31:29,2020-09-26 19:33:50,IP Address,136.49.31.204,100,141,True,2020-09-26 19:33:51,R_tMQyV58vNn1upgJ,,,,,30.2422943115234375,-97.7671966552734375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,3,0,,No,,"Noted the change in pitch toward the end of the melody to compare. ",No,,Yes,I tried free drawing how i saw the melodies on a piece of paper but that didn't help much.,In-ear Airpods.,Strongly Agree,Agree,Agree,SSS0115,40185,,,,Unknown
2020-09-26 20:28:40,2020-09-26 20:31:24,IP Address,171.51.220.138,100,163,True,2020-09-26 20:31:25,R_2aPjINiOC9zjlrY,,,,,19.074798583984375,72.8856048583984375,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,3,1,8-10,No,,Close my eyes,No,,,,"in ear, noice cancelling ",Strongly Agree,Strongly Agree,Agree,SSS0121,40109,,,,Unknown
2020-09-26 20:51:03,2020-09-26 20:53:15,IP Address,24.185.78.183,100,131,True,2020-09-26 20:53:16,R_1BRRwTISgBNMN0s,,,,,40.6468963623046875,-73.9344024658203125,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,1,14,"Yes, I do alright",Drums (Percussion),"Pitch, Rhythm, and Flow of Beat",No,,No,,Speakers,Strongly Agree,Agree,Agree,SSS0123,39552,,,,Unknown
2020-09-26 22:30:23,2020-09-26 22:31:59,IP Address,67.84.227.62,100,96,True,2020-09-26 22:32:00,R_3hg8qH0HV7gE8eU,,,,,40.6876983642578125,-73.92669677734375,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,4-5,"7-12, 14-15","Yes, but not so well","voice, piano, flute",,No,,No,,in ear headphones,Agree,Disagree,Agree,SSS0136,39487,,,,
2020-09-26 22:44:03,2020-09-26 22:45:00,IP Address,68.173.1.205,100,56,True,2020-09-26 22:45:00,R_2CqUyEM28Z21IQw,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Korean,Detractor,3,0,,"Yes, but not so well",Clarinet,,No,,No,,over-the-ear,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS0109,40093,,,,
2020-09-27 00:01:59,2020-09-27 00:05:14,IP Address,135.0.185.167,100,195,True,2020-09-27 00:05:14,R_2QKRC0uY3SqW5lo,,,,,49.218902587890625,-122.90110015869140625,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,8,9+,4 years old to 16 years old,"Yes, I do alright","Piano, saxophone, bass guitar, guitar","mostly the similarity of the notes. If there is no obvious out-of-tune note, then I judge it based on the pattern",Yes,Most of the time there is one or two note changes in one of the options.,No,,I used apple airpods,Strongly Agree,Disagree,Agree,SSS0143,37176,,Unknown,,Unknown
2020-09-27 00:21:08,2020-09-27 00:25:29,IP Address,216.165.95.178,100,261,True,2020-09-27 00:25:29,R_1mQnvLIlcdaA3xj,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,7,9+,9-18,"Yes, I do alright",Violin,"I would imagine a graph of the notes, so if one of the options did not fit it the best it would be more different.",Yes,There would be notes that were distinctly low or high that I did not notice in the original,Yes,"I did not really have a strategy for the first 3-4 block. But in the 5th one on, I would visualize and capture how I felt listening to the original one. If one of the options made me feel more different or visualize something different that would be the more different one.","Yes, airpod pros",Strongly Agree,Agree,Agree,SSS0153,39506,,Unknown,,Unknown
2020-09-27 02:04:25,2020-09-27 02:10:15,IP Address,73.223.74.200,100,350,True,2020-09-27 02:10:15,R_2zYet9GX0uiSWOo,,,,,37.4651031494140625,-122.14300537109375,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,8,9+,4-18,"Yes, I do alright",Cello,"Key changes/major to minor, intervals",Yes,"After hearing the original, I listened for certain notes that sounded ""out of place"" from the original melody. ",Yes,"Sometimes notes didn't sound ""out of place"" because they were in the same key, weren't particularly surprising, and seemed to follow the melody. Then, I focused on intervals. . ",Over the ear beats headphones,Strongly Agree,Disagree,Agree,SSS0155,38389,,Unknown,,Unknown
2020-09-27 02:33:20,2020-09-27 02:34:55,IP Address,68.132.194.36,100,95,True,2020-09-27 02:34:55,R_2wS3K5PbnfOvgX8,,,,,40.9163055419921875,-73.78980255126953125,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,0,0,,No,,"i tapped my foot and pressed keys and if i folllowed the same movement. idk its confusing but it worked and then it didnt ",No,,No,,"airpods ",Strongly Agree,Disagree,Agree,SSS0099,39989,,,,Unknown
2020-09-27 05:32:21,2020-09-27 05:38:53,IP Address,157.245.232.220,100,392,True,2020-09-27 05:38:54,R_9Zjc1F5qZyvpmAV,,,,,37.341705322265625,-121.9752960205078125,anonymous,EN,23,Male,SONA for course credit,,Other (please specify below):,Mandarin,Detractor,3,2-3,9-12,"Yes, but not so well",piano,syllable or tone,No,,No,,in-ear,Disagree,Strongly Agree,Agree,SSS0179,39677,,,,Unknown
2020-09-27 11:53:18,2020-09-27 11:54:10,IP Address,216.165.95.149,100,51,True,2020-09-27 11:54:10,R_3PuFJi7lAN635pT,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,17,Male,SONA for course credit,,Other (please specify below):,Mandarin,Passive,8,6-8,13-17,"Yes, I do alright",Violin,Listening to changes in pitch and tone in comparison with the original,No,,No,,Headphones,Agree,Agree,Agree,SSS0114,39781,,,,Unknown
2020-09-27 12:22:12,2020-09-27 12:25:10,IP Address,114.79.4.61,100,178,True,2020-09-27 12:25:11,R_D2bhkad7ZUjxoK5,,,,,-6.174102783203125,106.82958984375,anonymous,EN,17,Female,SONA for course credit,,Other (please specify below):,Indonesian,Detractor,2,2-3,9 - 15,"Yes, but not so well",Ukulele,"Noting whether notes seemed higher and lower, and then focusing on that note for the 3rd melody",No,,No,,"in-ear earphones, wired",Agree,Agree,Disagree,SSS0192,39651,,,,Unknown
2020-09-27 13:24:40,2020-09-27 13:30:39,IP Address,216.165.95.174,100,358,True,2020-09-27 13:30:40,R_1FqyMiI2QTksnPT,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,0,,No,,,No,,Yes,3rd block I closed my eyes.,laptop speaker (hp pavilion 360),Strongly Agree,Disagree,Agree,SSS0193,39893,,,,
2020-09-28 00:34:59,2020-09-28 00:37:08,IP Address,216.165.99.34,100,128,True,2020-09-28 00:37:09,R_22RhDjkhYOKiSc4,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Mandarin,Passive,7,9+,4-14,"Yes, I do alright",piano,,No,,No,,over-the-ear headphone,Agree,Agree,Agree,SSS0352,40023,,,,
2020-09-28 02:20:27,2020-09-28 02:26:52,IP Address,216.165.95.157,100,385,True,2020-09-28 02:26:53,R_10pI3BLUUm8TlHq,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,2-3,9-12,"Yes, I do alright","piano, zither, violin",some reminded me of songs; some just sounded out of tune,Yes,"the starts and endings of most sequences were similar, so I tried to memorise the middle bit (and failed haha)",Yes,"I tried getting the key block 1, but it turned out the key wasn't consistent at all; I ended up just relating sections of the notes to real songs (got easier around block 4, but also more confusing when the amount of notes was varied because I didn't know how to section the start, middle, and end","I started with in ear Bose sound cancelling earbuds, but switched around block 3 or 4 to over ear sound cancelling Razer headphones",Strongly Agree,Disagree,Agree,SSS0353,36657,,Unknown,,Unknown
2020-09-28 04:49:52,2020-09-28 04:53:32,IP Address,216.165.99.36,100,219,True,2020-09-28 04:53:32,R_3kAKTl8fA4xdBBy,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,0,,No,,listen to the flow and pitch,Yes,"pay attention to the high and low pitch ",No,,in-ear,Strongly Agree,Agree,Agree,SSS0269,40134,,Unknown,,Unknown
2020-09-28 11:33:31,2020-09-28 11:38:24,IP Address,202.66.60.172,100,293,True,2020-09-28 11:38:25,R_80pK4wGUR7AYrhD,,,,,22.25,114.16668701171875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,8,2-3,4-6,"Yes, I do alright",vocal,distance between notes,Yes,the melody in the 7th trial starts to become keys on an actual keyboard whereas before it's just random pitches,No,,in-ear headphones,Strongly Agree,Agree,Agree,SSS0356,39484,,Unknown,,Unknown
2020-09-28 14:49:32,2020-09-28 14:51:21,IP Address,73.173.179.1,100,109,True,2020-09-28 14:51:22,R_OrmOeqahc0P1ZEB,,,,,39.3885955810546875,-77.16829681396484375,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,6,0,,"Yes, but not so well","piano, guitar",I just tried to listen for notes that were way off from the original.,No,,No,,in-ear AirPods series 2,Strongly Agree,Strongly Agree,Agree,SSS0359,36854,,,,Unknown
2020-09-28 19:35:44,2020-09-28 19:40:50,IP Address,108.35.247.240,100,305,True,2020-09-28 19:40:50,R_UZ4bF3mCQsUqCrv,,,,,40.816192626953125,-73.999603271484375,anonymous,EN,21,Male,SONA for course credit,,Spanish,,Detractor,4,0,,No,,I compared the test to the first option. If it sounded really different I knew it was my option,Yes,"It's hard to put into words, but sometimes the melodies just felt different. It was very clear when there was a shift from the test melody",Yes,Sometimes neither option deviated that far away from the test melody. This made it harder to determine which one was a lot different from the test,in ear Apple wired headphones,Strongly Agree,Disagree,Agree,SSS0012,38684,,Unknown,,Unknown
2020-09-28 20:54:38,2020-09-28 20:57:35,IP Address,96.230.38.37,100,177,True,2020-09-28 20:57:35,R_3n29tK3HIpuAd9J,,,,,42.72869873046875,-71.18340301513671875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,4-5,8-12,"Yes, I do alright",piano,,Yes,"I think sometimes, the some notes were played differently from the original melody.",No,,in-ear,Strongly Agree,Agree,Agree,SSS0030,39543,,Unknown,,
2020-09-28 22:55:20,2020-09-28 22:57:29,IP Address,181.66.145.39,100,129,True,2020-09-28 22:57:29,R_Qh1K6XJ0y9826Dn,,,,,-12.0464019775390625,-77.0428009033203125,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,5,0,,No,,Hearing the beat and sounds,No,,No,,"in-ear headphones, airpods",Strongly Agree,Agree,Agree,SSS0089,39854,,,,Unknown
2020-09-29 02:37:32,2020-09-29 02:39:58,IP Address,216.165.99.39,100,146,True,2020-09-29 02:39:58,R_2zApnVkonia21No,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,2-3,6-9,"Yes, but not so well",piano,notes that are different,No,,No,,computer speakers,Strongly Agree,Agree,Agree,SSS0175,38127,,,,Unknown
2020-09-29 14:14:01,2020-09-29 14:17:16,IP Address,173.77.164.51,100,194,True,2020-09-29 14:17:16,R_2wTeTUm6AICDHl3,,,,,41.16839599609375,-73.84980010986328125,anonymous,EN,,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,1,2-3,4-6,No,piano,piano key,No,,No,,,Neither Agree nor Disagree,Agree,Agree,SSS0173,39469,,,,Unknown
2020-09-29 14:46:44,2020-09-29 14:49:09,IP Address,172.251.24.222,100,145,True,2020-09-29 14:49:10,R_2pPlMi3Qv6xPslc,,,,,34.0803070068359375,-117.7350006103515625,anonymous,EN,19,Male,SONA for course credit,,English,,Passive,7,4-5,12-17,"Yes, but not so well","guitar, piano, violin",listen for major and minor key differences.,Yes,notes that stood our as different,No,,"In-ear headphones. ",Strongly Agree,Strongly Disagree,Agree,SSS0174,39783,,Unknown,,Unknown
2020-09-29 17:56:32,2020-09-29 17:59:48,IP Address,175.147.11.131,100,196,True,2020-09-29 17:59:49,R_06zKF0JdNTKYFNf,,,,,41.7805938720703125,123.43121337890625,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Mandarin Chinese,Detractor,5,2-3,7-9,"Yes, but not so well",Piano,How the tune goes high and low,Yes,,Yes,"7, because the two options became extremely similar",in-ear earphones,Strongly Agree,Disagree,Agree,SSS0191,37194,,,,Unknown
2020-09-29 18:10:40,2020-09-29 18:12:43,IP Address,108.50.219.190,100,122,True,2020-09-29 18:12:43,R_31mIuhyJQ1GGEWW,,,,,40.923797607421875,-73.9989013671875,anonymous,EN,"20 ",Female,SONA for course credit,,English,,Detractor,5,1,10,"Yes, but not so well","piano ","Didnt really have a strategy, went by what sounded farmiliar ",No,,No,,"I used earphones ",Strongly Agree,,Agree,SSS0194,39694,,,,Unknown
2020-09-29 18:16:43,2020-09-29 18:18:21,IP Address,216.165.95.178,100,97,True,2020-09-29 18:18:21,R_2zJdrLDMoqCAE7Y,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,4-5,11-18,"Yes, I am near professional",Cello,,Yes,"whether i heard any dissonance, or any change in minor/minor key",No,,in-ear,Strongly Agree,Agree,Agree,SSS0148,39812,,Unknown,,
2020-09-29 18:18:08,2020-09-29 18:22:04,IP Address,216.165.95.133,100,236,True,2020-09-29 18:22:04,R_3sytKE99M4ZmKeN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,1,9 or 10,"Yes, but not so well",Recorder,I would tap my fingers and my feet.,Yes,"Discriminations based on length, and the middle portion of the melody since that was the portion that usually had the differences.",Yes,I think the lenght of the melody increased and decreased throughout the experiment.,in-ear headphones,Strongly Agree,Disagree,Agree,SSS0188,39865,,Unknown,,Unknown
2020-09-29 19:37:17,2020-09-29 19:38:51,IP Address,216.165.95.156,100,93,True,2020-09-29 19:38:51,R_80bogw9miu5VbsR,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,9+,7-18,"Yes, I do alright","violin, viola, piano","dont focus too hard on the melodies, listen to the overall melody",No,,No,,wireless beats headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0186,39724,,,,Unknown
2020-09-29 20:18:04,2020-09-29 20:20:18,IP Address,68.198.1.57,100,133,True,2020-09-29 20:20:18,R_bpb92aWMV3oF4lP,,,,,40.6981048583984375,-73.704498291015625,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,2-3,14-17,"Yes, but not so well",guitar,,No,,No,,in ear,Strongly Agree,Agree,Agree,SSS0207,39554,,,,
2020-09-29 20:21:02,2020-09-29 20:24:48,IP Address,96.224.83.39,100,226,True,2020-09-29 20:24:48,R_55CWwm55TY9BoAN,,,,,40.7292022705078125,-73.75140380859375,anonymous,EN,17,Female,SONA for course credit,,English,,Detractor,6,2-3,15-17,"Yes, I do alright",Guitar,Sounds,No,,No,,"Yes, in ear. Airpods.",Strongly Agree,Disagree,Agree,SSS0192,40092,,,,Unknown
2020-09-29 23:49:25,2020-09-29 23:50:36,IP Address,27.124.224.34,100,71,True,2020-09-29 23:50:36,R_uagEVCUm2gmXSmZ,,,,,35.8722991943359375,128.5924072265625,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,1,0,,No,,Just focusing and also identifying notes at a specific time,No,,No,,"Headphones ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0238,40166,,,,Unknown
2020-09-30 00:22:16,2020-09-30 00:24:22,IP Address,99.1.244.219,100,125,True,2020-09-30 00:24:22,R_30hGRvW9tlWwedl,,,,,34.0034027099609375,-84.46050262451171875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,6-8,7-14,"Yes, I do alright",piano,,Yes,pitches,No,,in ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0107,39286,,Unknown,,
2020-09-30 01:57:05,2020-09-30 01:59:01,IP Address,216.165.95.145,100,116,True,2020-09-30 01:59:01,R_cTT900MmvesKQ9z,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,6-8,11-18,No,,"the note patterns and shifts  ",No,,No,,"I used in-ear Apple Airpod headphones ",Strongly Agree,Agree,Agree,SSS0025,39928,,,,Unknown
2020-09-30 07:17:33,2020-09-30 07:28:44,IP Address,79.130.245.207,100,670,True,2020-09-30 07:28:44,R_1hL1bzbJPoTSg5E,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Greek,Promoter,9,4-5,11-16,"Yes, but not so well",Piano,"When I heard the original melody I would picture in my head the path the melody takes. As in imagining the notes going up and down, and, also, consider their relative distance. I couldn't distinguish what the notes where specifically, but I tried thinking of the intervals between the notes so that I remember what the melody was. Sometimes this was too hard, but in cases where only notes from a major scale were in the melody, it was easier for me to distinguish the differences. ",Yes,"I noticed that some notes were altered by a semitone, or a tone up or down. The main structure of that melody would be kind of the same, with only a flat or sharp on some notes. Also, I noticed that some melodies would change more dramatically, i.e., some notes were very different than the original melody. However, in some cases the altered notes were still part of the scale/nature of the melody, so the change wouldn't sound off. ",No,,"I used my airpods 2, in-ear",Strongly Agree,Disagree,Agree,SSS0250,40189,,Unknown,,Unknown
2020-09-30 09:20:42,2020-09-30 09:22:34,IP Address,114.221.231.8,100,112,True,2020-09-30 09:22:35,R_3knRq93bkDYeU8g,,,,,32.06170654296875,118.777801513671875,anonymous,EN,19,Male,SONA for course credit,,Other (please specify below):,chinese,Detractor,5,1,6,"Yes, but not so well",piano,,No,,No,,,Neither Agree nor Disagree,Agree,Agree,SSS0253,39644,,,,
2020-09-30 16:14:17,2020-09-30 16:20:05,IP Address,218.209.151.228,100,347,True,2020-09-30 16:20:05,R_427byDmzzdOloB3,,,,,37.2859039306640625,127.0098876953125,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Korean,Passive,8,9+,5-16,"Yes, I do alright","Piano, Cello","relative increase or decrease of pitch ",Yes,The range between each pitch were different.,No,,in-ear,Strongly Agree,Agree,Agree,SSS0274,38482,,Unknown,,Unknown
2020-09-30 16:30:35,2020-09-30 16:31:59,IP Address,216.165.95.169,100,83,True,2020-09-30 16:31:59,R_5cDR8wZLstTq6R3,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,1,0,,No,,trying to hear the pitches,No,,No,,over the ear JBL,Strongly Agree,Disagree,Agree,SSS0193,39893,,,,Unknown
2020-09-30 17:41:29,2020-09-30 17:43:56,IP Address,67.81.116.26,100,147,True,2020-09-30 17:43:56,R_3PieG8b7gBHgP2l,,,,,41.3280029296875,-74.18939971923828125,anonymous,EN,24,Female,SONA for course credit,,English,,Detractor,5,0,,No,,Listen to different notes,No,,No,,noise cancelling headphones,Strongly Agree,Disagree,Agree,SSS0358,40184,,,,Unknown
2020-09-30 18:07:43,2020-09-30 18:10:17,IP Address,64.18.9.203,100,153,True,2020-09-30 18:10:18,R_pDXBM3DdADVJy8N,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,6,0,,No,,Just tried to memorize the notes in order,No,,No,,"in-ear headphones, Apple Airpods  ",Strongly Agree,Strongly Agree,Agree,SSS0316,37397,,,,Unknown
2020-09-30 17:48:14,2020-09-30 18:10:52,IP Address,100.2.45.177,100,1357,True,2020-09-30 18:10:52,R_dcXmM9BHq4cLUMF,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,22,Male,SONA for course credit,,Other (please specify below):,Chinese,Detractor,1,0,,No,,Pitch,No,,No,,"over-the-ear, sony, noise cancelling",Strongly Agree,Strongly Agree,Agree,SSS0289,38697,,,,Unknown
2020-09-30 18:12:54,2020-09-30 18:15:16,IP Address,100.8.240.58,100,141,True,2020-09-30 18:15:16,R_qwPmO0BFielNDQR,,,,,40.8491973876953125,-73.97350311279296875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,2,0,,No,,measuring consistency,Yes,certain notes would be way higher than the original test,No,,in-ear,Strongly Agree,Agree,Agree,SSS0306,39909,,Unknown,,Unknown
2020-09-30 18:34:29,2020-09-30 18:36:11,IP Address,216.165.95.162,100,102,True,2020-09-30 18:36:12,R_2DOCFrTvGtXgLqn,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Fula,Detractor,0,0,,"Yes, I do alright",violin,"the space bar to count the beats ",Yes,beats,No,,in- ear,Agree,Neither Agree nor Disagree,Agree,SSS0100,39804,,Unknown,,Unknown
2020-09-30 18:52:11,2020-09-30 18:53:14,IP Address,216.165.95.157,100,62,True,2020-09-30 18:53:15,R_3OihBPVX1dWUQH1,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,2-3,10-15,"Yes, but not so well","guitar, piano",None,No,,No,,AirPods,Strongly Agree,Agree,Agree,SSS0326,40176,,,,Unknown
2020-09-30 18:57:52,2020-09-30 18:58:58,IP Address,108.14.103.92,100,65,True,2020-09-30 18:58:58,R_xzNNqZ6UjfJ0AWB,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,0,0,,No,,"counting the beats ",Yes,"the notes on certain counts ",No,,"in-ear ",Strongly Agree,Agree,Agree,SSS0228,39634,,Unknown,,Unknown
2020-09-30 19:33:50,2020-09-30 19:38:21,IP Address,216.165.95.130,100,271,True,2020-09-30 19:38:21,R_1CJ8psrov9j71pK,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,Chinese,Passive,8,6-8,11-18,"Yes, I do alright","violin, piano",i tried to compare the first one to the sample and then the second one to the first if the first one isnt very different,Yes,it felt like it got longer and i judged them based off the tone,No,,over the ear headphones,Agree,Agree,Agree,SSS0260,39723,,Unknown,,Unknown
2020-09-30 19:37:10,2020-09-30 19:39:19,IP Address,66.65.133.114,100,129,True,2020-09-30 19:39:19,R_SAJm5dJdnKrFJjX,,,,,40.7279052734375,-73.9965972900390625,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,2,0,,No,,,No,,Yes,"2, started looking for the smaller changes",Apple Airpod Pros,Strongly Agree,Agree,Agree,SSS0331,39619,,,,
