,subject,set,understood task,response,button_bias_Z,rt set,rt shifted,rt swapped,rt neither,rt shifted-swapped,rt shifted:swapped,length,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
93,S1C1219,diatonic,True,BABAABAABBAAABABAABAABBBABBBAAABBAABABBBABBAABBABABABABAABBBBBBAAABBBBABBAAABBABBABABBBAAABABAAABBABABBBBABBAA,1.2116383430707323,314.8500000014901,297.6000000014901,542.2999999970198,879.4500000029802,-244.69999999552965,0.5487737414772739,12.0,41,13,6.0,29,25,6.0,51,59,10.0,120.0,60.0,60.0,54.0,0.6833333333333333,0.21666666666666667,0.1,0.48333333333333334,0.4166666666666667,0.1,0.425,0.49166666666666664,0.08333333333333333,0.7592592592592593,0.24074074074074073,0.4666666666666667,0.5185185185185186,48,19.0,No,Bose over ear noise cancelling headphones ,13-14,English,where dissonance occurred and whether variations were higher or lower in litch,SONA for course credit,,Yes,Female,,8,2,"Yes, I do alright","guitar, bass",Strongly Agree,Agree,"note sequence, pitch, dissonance",2021-09-15 22:15:28,41648
94,S1C1220,chromatic,True,AABABBABBBBABBBABBABBABBBBBAAABBABBBBAABBBBABBABABABBABABAABBBBBBABBBBABBBBBBBBABBAAABBABAABBBBBABBAABAABAAAAABBABBBABAA,0.34243971332915996,1334.2000000029802,1692.3499999977648,1264.949999999255,0.0,427.3999999985099,1.3378789675471454,12.0,20,40,0.0,20,40,0.0,45,75,0.0,120.0,60.0,60.0,60.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.375,0.625,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,49,19.0,No,in ear apple air pods,,English,"sometimes there were obvious key changes, other times it sounded like two notes were swapped",SONA for course credit,,Yes,Female,,2,0,"Yes, but not so well",i played the drums in HS drumline & band class,Strongly Agree,Disagree,"not sure, i just listened ",2021-09-16 21:47:09,41854
95,S1C1220,diatonic,True,AABABBABBBBABBBABBABBABBBBBAAABBABBBBAABBBBABBABABABBABABAABBBBBBABBBBABBBBBBBBABBAAABBABAABBBBBABBAABAABAAAAABBABBBABAA,0.34243971332915996,1472.3999999985099,1511.6999999955297,1444.8999999985099,0.0,66.79999999701977,1.046231573117232,12.0,33,27,0.0,25,35,0.0,45,75,0.0,120.0,60.0,60.0,60.0,0.55,0.45,0.0,0.4166666666666667,0.5833333333333334,0.0,0.375,0.625,0.0,0.55,0.45,0.10000000000000003,0.10000000000000003,49,19.0,No,in ear apple air pods,,English,"sometimes there were obvious key changes, other times it sounded like two notes were swapped",SONA for course credit,,Yes,Female,,2,0,"Yes, but not so well",i played the drums in HS drumline & band class,Strongly Agree,Disagree,"not sure, i just listened ",2021-09-16 21:47:09,41854
96,S1C1221,chromatic,True,BAABABBBABAABBBBBABBAABABAABBBBAABAAABBBBABAABBBBBABBBBBBABABBABBBABABABB,1.0055179902056681,1854.8500000005588,1784.9000000003725,727.1499999994412,2499.4000000003725,1057.7500000009313,2.4546517224805666,12.0,20,16,24.0,11,25,24.0,27,46,47.0,120.0,60.0,60.0,36.0,0.3333333333333333,0.26666666666666666,0.4,0.18333333333333332,0.4166666666666667,0.4,0.225,0.38333333333333336,0.39166666666666666,0.5555555555555556,0.4444444444444444,0.06666666666666665,0.11111111111111116,50,18.0,No,in-ear,17,Other (please specify below):,,SONA for course credit,cantonese,No,Female,,6,1,"Yes, I do alright",violin,Strongly Agree,Agree,I tried to differentiate the notes being played.,2021-09-16 21:43:07,41532
97,S1C1221,diatonic,True,BAABABBBABAABBBBBABBAABABAABBBBAABAAABBBBABAABBBBBABBBBBBABABBABBBABABABB,1.0055179902056681,1591.4000000003725,1471.6499999994412,1505.5,1807.0,-33.85000000055879,0.9775157754894993,12.0,18,19,23.0,16,21,23.0,27,46,47.0,120.0,60.0,60.0,37.0,0.3,0.31666666666666665,0.38333333333333336,0.26666666666666666,0.35,0.38333333333333336,0.225,0.38333333333333336,0.39166666666666666,0.4864864864864865,0.5135135135135135,-0.016666666666666663,-0.027027027027026973,50,18.0,No,in-ear,17,Other (please specify below):,,SONA for course credit,cantonese,No,Female,,6,1,"Yes, I do alright",violin,Strongly Agree,Agree,I tried to differentiate the notes being played.,2021-09-16 21:43:07,41532
98,S1C1222,chromatic,True,BBBBABABAAABBBAABABBABABBBAABABAABAABBAABBAAAABABABBAABABAABBAABABAAABABBAAABAAAABBBBABBBAABAAABABABBABAAAAAAABBABBABAAB,1.5224856460949856,1434.8000000002794,1480.3499999998603,1319.600000000326,0.0,160.74999999953434,1.1218172173382044,12.0,40,20,0.0,36,24,0.0,64,56,0.0,120.0,60.0,60.0,60.0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.5333333333333333,0.4666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,51,19.0,Yes,"earbuds, specifically airpods.",12-16,Spanish,"sometimes a sequence of notes would sound off, or they would sound good together (depending on the sequence of notes themselves or the high/low notes).",SONA for course credit,,Yes,Female,"4. I still used the same strategy for the most part, but I began using more intuition/instinct than anything.",6,6,"Yes, but not so well","Piano, violin, flute",Strongly Agree,Disagree,"the different high and low notes that were played, and any similar sequences.",2021-09-16 23:13:11,41708
99,S1C1222,diatonic,True,BBBBABABAAABBBAABABBABABBBAABABAABAABBAABBAAAABABABBAABABAABBAABABAAABABBAAABAAAABBBBABBBAABAAABABABBABAAAAAAABBABBABAAB,1.5224856460949856,1428.7500000004657,1254.8000000000466,1661.0,0.0,-406.19999999995343,0.7554485249849768,12.0,40,20,0.0,28,32,0.0,64,56,0.0,120.0,60.0,60.0,60.0,0.6666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,51,19.0,Yes,"earbuds, specifically airpods.",12-16,Spanish,"sometimes a sequence of notes would sound off, or they would sound good together (depending on the sequence of notes themselves or the high/low notes).",SONA for course credit,,Yes,Female,"4. I still used the same strategy for the most part, but I began using more intuition/instinct than anything.",6,6,"Yes, but not so well","Piano, violin, flute",Strongly Agree,Disagree,"the different high and low notes that were played, and any similar sequences.",2021-09-16 23:13:11,41708
100,S1C1225,chromatic,True,BAABABABABAABABABBABBBABBABBABABABABBABABBABABAAAAAABABABBABABABBAABABABABAABABAABAABABBBBBBAABAAABAAAAABABAAAABABA,4.082642660119264,1488.8999999985099,1631.7999999970198,1364.5999999940395,1712.9500000029802,267.20000000298023,1.1958082954742395,12.0,29,29,2.0,34,24,2.0,61,54,5.0,120.0,60.0,60.0,58.0,0.48333333333333334,0.48333333333333334,0.03333333333333333,0.5666666666666667,0.4,0.03333333333333333,0.5083333333333333,0.45,0.041666666666666664,0.5,0.5,0.0,0.0,52,19.0,No,headphones,,English,,SONA for course credit,,No,Female,,4,0,"Yes, but not so well",1,Strongly Agree,Agree,I listened to the key,2021-09-17 14:44:51,41540
101,S1C1225,diatonic,True,BAABABABABAABABABBABBBABBABBABABABABBABABBABABAAAAAABABABBABABABBAABABABABAABABAABAABABBBBBBAABAAABAAAAABABAAAABABA,4.082642660119264,1377.5,1307.5,1388.0500000044703,1456.2000000029802,-80.55000000447035,0.9419689492423104,12.0,41,16,3.0,27,30,3.0,61,54,5.0,120.0,60.0,60.0,57.0,0.6833333333333333,0.26666666666666666,0.05,0.45,0.5,0.05,0.5083333333333333,0.45,0.041666666666666664,0.7192982456140351,0.2807017543859649,0.4166666666666667,0.4385964912280702,52,19.0,No,headphones,,English,,SONA for course credit,,No,Female,,4,0,"Yes, but not so well",1,Strongly Agree,Agree,I listened to the key,2021-09-17 14:44:51,41540
102,S1C1226,chromatic,True,AABBBABBABBBABBBAAABBABABBAAABBBABABABBABBAABABAABBABBBAAABBABBBBBBABBABAAABBABBABBBBBABBABABBBAABBBAAAAABABAABABBABA,1.2779265209876471,1044.699999988079,832.8000000715256,1344.4999999403954,1979.5,-511.6999998688698,0.6194124210549985,12.0,27,32,1.0,32,27,1.0,50,67,3.0,120.0,60.0,60.0,59.0,0.45,0.5333333333333333,0.016666666666666666,0.5333333333333333,0.45,0.016666666666666666,0.4166666666666667,0.5583333333333333,0.025,0.4576271186440678,0.5423728813559322,-0.08333333333333331,-0.0847457627118644,53,18.0,No,In-ear headphones,,English,,SONA for course credit,,No,Female,,1,0,No,,Strongly Agree,Agree,,2021-09-17 16:13:44,41728
103,S1C1226,diatonic,True,AABBBABBABBBABBBAAABBABABBAAABBBABABABBABBAABABAABBABBBAAABBABBBBBBABBABAAABBABBABBBBBABBABABBBAABBBAAAAABABAABABBABA,1.2779265209876471,1007.5999999642372,750.75,1310.3999999761581,8851.399999976158,-559.6499999761581,0.5729166666770905,12.0,38,20,2.0,18,40,2.0,50,67,3.0,120.0,60.0,60.0,58.0,0.6333333333333333,0.3333333333333333,0.03333333333333333,0.3,0.6666666666666666,0.03333333333333333,0.4166666666666667,0.5583333333333333,0.025,0.6551724137931034,0.3448275862068966,0.3,0.31034482758620685,53,18.0,No,In-ear headphones,,English,,SONA for course credit,,No,Female,,1,0,No,,Strongly Agree,Agree,,2021-09-17 16:13:44,41728
104,S1C1228,chromatic,True,BBBBAABABBBBBABBAABABAAABBAABBABBBBABABBBABBABAABBBAABABBBABBBBABBABBAAABBAAABABABBBBABBBABBAABAABAABAAABBBA,0.8952021908775755,826.5,712.0999999940395,770.1500000059605,2383.500000014901,-58.05000001192093,0.9246250730228246,12.0,26,26,8.0,24,28,8.0,45,63,12.0,120.0,60.0,60.0,52.0,0.43333333333333335,0.43333333333333335,0.13333333333333333,0.4,0.4666666666666667,0.13333333333333333,0.375,0.525,0.1,0.5,0.5,0.0,0.0,54,20.0,No,in-ear earbuds,5-14,English,,SONA for course credit,,No,Female,,7,8,"Yes, I do alright","piano, violin",Strongly Agree,Disagree,listened to the notes/note placement,2021-09-17 15:24:25,41642
105,S1C1228,diatonic,True,BBBBAABABBBBBABBAABABAAABBAABBABBBBABABBBABBABAABBBAABABBBABBBBABBABBAAABBAAABABABBBBABBBABBAABAABAABAAABBBA,0.8952021908775755,814.0499999821186,672.2000000178814,1033.199999988079,2492.750000014901,-360.9999999701977,0.650600077454159,12.0,41,15,4.0,21,35,4.0,45,63,12.0,120.0,60.0,60.0,56.0,0.6833333333333333,0.25,0.06666666666666667,0.35,0.5833333333333334,0.06666666666666667,0.375,0.525,0.1,0.7321428571428571,0.26785714285714285,0.43333333333333335,0.46428571428571425,54,20.0,No,in-ear earbuds,5-14,English,,SONA for course credit,,No,Female,,7,8,"Yes, I do alright","piano, violin",Strongly Agree,Disagree,listened to the notes/note placement,2021-09-17 15:24:25,41642
106,S1C1230,chromatic,True,BAABBBBBABAABBBBABABBABAABABABAAABABBBBBABABBBABABBAABABAABBABABABABBBBABBAABABBABBBABAAAAAAABBAAAABABBBABB,1.7800936303249109,1730.6000000014901,1703.8000000044703,1716.7000000029802,2096.75,-12.899999998509884,0.9924855828050985,12.0,23,29,8.0,23,29,8.0,48,59,13.0,120.0,60.0,60.0,52.0,0.38333333333333336,0.48333333333333334,0.13333333333333333,0.38333333333333336,0.48333333333333334,0.13333333333333333,0.4,0.49166666666666664,0.10833333333333334,0.4423076923076923,0.5576923076923077,-0.09999999999999998,-0.11538461538461542,55,18.0,No,in-ear headphones,,Spanish,,SONA for course credit,,No,Female,,2,0,No,,Agree,Agree,,2021-09-17 19:46:58,41683
107,S1C1230,diatonic,True,BAABBBBBABAABBBBABABBABAABABABAAABABBBBBABABBBABABBAABABAABBABABABABBBBABBAABABBABBBABAAAAAAABBAAAABABBBABB,1.7800936303249109,1888.7999999970198,1976.2000000029802,1873.7999999970198,1747.5,102.40000000596046,1.0546483082538816,12.0,30,25,5.0,25,30,5.0,48,59,13.0,120.0,60.0,60.0,55.0,0.5,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.5,0.08333333333333333,0.4,0.49166666666666664,0.10833333333333334,0.5454545454545454,0.45454545454545453,0.08333333333333331,0.09090909090909088,55,18.0,No,in-ear headphones,,Spanish,,SONA for course credit,,No,Female,,2,0,No,,Agree,Agree,,2021-09-17 19:46:58,41683
108,S1C1234,chromatic,True,ABAABABBBBBBAABBABBAAAABBBBAAABBABBBAAAAAABABBBABBABBABAABABBBBBAABBABBBBABBAABABBABBABBAABABBBAABBBABBABBABABBABBBBBBAB,0.6495804420447728,1458.949999999255,1458.949999999255,1514.4000000022352,0.0,-55.45000000298023,0.9633848388781706,12.0,26,34,0.0,26,34,0.0,48,72,0.0,120.0,60.0,60.0,60.0,0.43333333333333335,0.5666666666666667,0.0,0.43333333333333335,0.5666666666666667,0.0,0.4,0.6,0.0,0.43333333333333335,0.5666666666666667,-0.1333333333333333,-0.1333333333333333,56,19.0,No,in-ear,9,Chinese (Mandarin),,SONA for course credit,,No,Female,,3,1,"Yes, but not so well",Yang Qin,Strongly Agree,Agree,,2021-09-17 22:14:06,41485
109,S1C1234,diatonic,True,ABAABABBBBBBAABBABBAAAABBBBAAABBABBBAAAAAABABBBABBABBABAABABBBBBAABBABBBBABBAABABBABBABBAABABBBAABBBABBABBABABBABBBBBBAB,0.6495804420447728,1347.2000000029802,1194.6000000014901,1883.0,0.0,-688.3999999985099,0.6344131704734414,12.0,38,22,0.0,22,38,0.0,48,72,0.0,120.0,60.0,60.0,60.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.6333333333333333,0.0,0.4,0.6,0.0,0.6333333333333333,0.36666666666666664,0.26666666666666666,0.26666666666666666,56,19.0,No,in-ear,9,Chinese (Mandarin),,SONA for course credit,,No,Female,,3,1,"Yes, but not so well",Yang Qin,Strongly Agree,Agree,,2021-09-17 22:14:06,41485
110,S1C1236,chromatic,True,ABABABBABABBBBBBABBAABBBBBABABABBBAABABBBABBBBBABBABBBABBABBBBBABBBBABBABBBBBBAABBBBBB,1.7290468759707587,944.1000000238419,724.3999999761581,777.0,1547.8999999761581,-52.60000002384186,0.9323037322730477,12.0,20,23,17.0,12,31,17.0,24,62,34.0,120.0,60.0,60.0,43.0,0.3333333333333333,0.38333333333333336,0.2833333333333333,0.2,0.5166666666666667,0.2833333333333333,0.2,0.5166666666666667,0.2833333333333333,0.46511627906976744,0.5348837209302325,-0.050000000000000044,-0.06976744186046507,57,18.0,No,in-ear ear buds,4-10,English,,SONA for course credit,,No,Female,,5,5,"Yes, I do alright",piano,Strongly Agree,Disagree,"pitch, tone",2021-09-18 15:33:06,41514
111,S1C1236,diatonic,True,ABABABBABABBBBBBABBAABBBBBABABABBBAABABBBABBBBBABBABBBABBABBBBBABBBBABBABBBBBBAABBBBBB,1.7290468759707587,877.0,722.7999999523163,672.1499999761581,1357.8999999761581,50.64999997615814,1.0753552034188123,12.0,23,20,17.0,12,31,17.0,24,62,34.0,120.0,60.0,60.0,43.0,0.38333333333333336,0.3333333333333333,0.2833333333333333,0.2,0.5166666666666667,0.2833333333333333,0.2,0.5166666666666667,0.2833333333333333,0.5348837209302325,0.46511627906976744,0.050000000000000044,0.06976744186046507,57,18.0,No,in-ear ear buds,4-10,English,,SONA for course credit,,No,Female,,5,5,"Yes, I do alright",piano,Strongly Agree,Disagree,"pitch, tone",2021-09-18 15:33:06,41514
112,S1C1238,chromatic,True,BBABBBBBBABBBBBBABBBABBAABABABAABBBBAAAABBBBABBBBAABBABABABA,0.48732167629774104,3580.3499999940395,1678.949999988079,3880.699999988079,4457.700000017881,-2201.75,0.4326410183712311,12.0,12,13,35.0,7,18,35.0,21,39,60.0,120.0,60.0,60.0,25.0,0.2,0.21666666666666667,0.5833333333333334,0.11666666666666667,0.3,0.5833333333333334,0.175,0.325,0.5,0.48,0.52,-0.016666666666666663,-0.040000000000000036,58,18.0,No,earphones ,,English,some of the options were more high pithced at some point,SONA for course credit,,Yes,Female,,4,0,No,,Strongly Agree,Strongly Disagree,,2021-09-18 17:31:27,41853
113,S1C1238,diatonic,True,BBABBBBBBABBBBBBABBBABBAABABABAABBBBAAAABBBBABBBBAABBABABABA,0.48732167629774104,2409.7000000029802,1065.8999999761581,6336.0,3646.9000000059605,-5270.100000023842,0.16822916666290375,12.0,25,10,25.0,14,21,25.0,21,39,60.0,120.0,60.0,60.0,35.0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.23333333333333334,0.35,0.4166666666666667,0.175,0.325,0.5,0.7142857142857143,0.2857142857142857,0.25,0.4285714285714286,58,18.0,No,earphones ,,English,some of the options were more high pithced at some point,SONA for course credit,,Yes,Female,,4,0,No,,Strongly Agree,Strongly Disagree,,2021-09-18 17:31:27,41853
114,S1C1239,chromatic,True,ABAABBABBBAABBBABABBBAABAABBBBBABBABABABAABABABABAABAABBABAABBAABABBBABBBABBBABABBABBAAAAAABAABAABABBBBBAAB,1.9328607321677145,1660.5500000044703,1591.0,1701.9000000059605,9346.44999999553,-110.90000000596046,0.934837534516968,12.0,29,25,6.0,24,30,6.0,49,58,13.0,120.0,60.0,60.0,54.0,0.48333333333333334,0.4166666666666667,0.1,0.4,0.5,0.1,0.4083333333333333,0.48333333333333334,0.10833333333333334,0.5370370370370371,0.46296296296296297,0.06666666666666665,0.07407407407407413,59,18.0,No,"I used in-ear earbuds (Airpods, not pro)",7-18,English,,SONA for course credit,,No,Male,,10,9+,"Yes, I do alright","Piano, Violin, Ukulele, Voice",Strongly Agree,Agree,"Listen for any notes that seemed out of place, such as a minor note in a major melody",2021-09-18 18:01:03,41955
115,S1C1239,diatonic,True,ABAABBABBBAABBBABABBBAABAABBBBBABBABABABAABABABABAABAABBABAABBAABABBBABBBABBBABABBABBAAAAAABAABAABABBBBBAAB,1.9328607321677145,1863.7000000029802,1544.3500000014901,1736.0,4459.5,-191.64999999850988,0.8896025345630704,12.0,40,13,7.0,25,28,7.0,49,58,13.0,120.0,60.0,60.0,53.0,0.6666666666666666,0.21666666666666667,0.11666666666666667,0.4166666666666667,0.4666666666666667,0.11666666666666667,0.4083333333333333,0.48333333333333334,0.10833333333333334,0.7547169811320755,0.24528301886792453,0.44999999999999996,0.509433962264151,59,18.0,No,"I used in-ear earbuds (Airpods, not pro)",7-18,English,,SONA for course credit,,No,Male,,10,9+,"Yes, I do alright","Piano, Violin, Ukulele, Voice",Strongly Agree,Agree,"Listen for any notes that seemed out of place, such as a minor note in a major melody",2021-09-18 18:01:03,41955
116,S1C1251,chromatic,True,ABBBBABBBBABABBBBBBBBBBBBBBBBBBBABBBBBBBABBABABBABBBBBBAABBBABB,0.6539193980265212,3704.6000000089407,3544.0999999940395,3168.8999999910593,3938.7000000029802,375.20000000298023,1.1184007068711663,12.0,20,19,21.0,7,32,21.0,12,51,57.0,120.0,60.0,60.0,39.0,0.3333333333333333,0.31666666666666665,0.35,0.11666666666666667,0.5333333333333333,0.35,0.1,0.425,0.475,0.5128205128205128,0.48717948717948717,0.016666666666666663,0.025641025641025605,60,22.0,No,in-ear headphones,,English,,SONA for course credit,,No,Male,,5,0,"Yes, but not so well",piano,Strongly Agree,Agree,i think I grouped strings of sounds together to make it easier to detect changes.,2021-09-21 22:31:34,41555
117,S1C1251,diatonic,True,ABBBBABBBBABABBBBBBBBBBBBBBBBBBBABBBBBBBABBABABBABBBBBBAABBBABB,0.6539193980265212,3945.0999999940395,2321.7000000029802,3155.5,5112.39999999851,-833.7999999970198,0.7357629535740707,12.0,13,11,36.0,5,19,36.0,12,51,57.0,120.0,60.0,60.0,24.0,0.21666666666666667,0.18333333333333332,0.6,0.08333333333333333,0.31666666666666665,0.6,0.1,0.425,0.475,0.5416666666666666,0.4583333333333333,0.033333333333333354,0.08333333333333331,60,22.0,No,in-ear headphones,,English,,SONA for course credit,,No,Male,,5,0,"Yes, but not so well",piano,Strongly Agree,Agree,i think I grouped strings of sounds together to make it easier to detect changes.,2021-09-21 22:31:34,41555
118,S1C1254,chromatic,True,BBBABAABAAABAABBAAAAAAABBAAABABBBBBBABABBBBBABABBBBBABAAABBABBBABABABBABAABAABAABBABABBAABBABBBABABBBBBABBABBABBABAAABBB,0.9459126908977661,1317.1999999284744,1114.6000000238419,1393.3999999761581,0.0,-278.7999999523163,0.7999138797494713,12.0,26,34,0.0,30,30,0.0,52,68,0.0,120.0,60.0,60.0,60.0,0.43333333333333335,0.5666666666666667,0.0,0.5,0.5,0.0,0.43333333333333335,0.5666666666666667,0.0,0.43333333333333335,0.5666666666666667,-0.1333333333333333,-0.1333333333333333,61,19.0,No,Over the ear,"12-14, 17-18",Chinese (Mandarin),When one tone sounds especially lower,SONA for course credit,,Yes,Female,,2,3,"Yes, but not so well","bass, piano",Agree,Strongly Agree,The change between each single tone,2021-09-22 10:33:18,41737
119,S1C1254,diatonic,True,BBBABAABAAABAABBAAAAAAABBAAABABBBBBBABABBBBBABABBBBBABAAABBABBBABABABBABAABAABAABBABABBAABBABBBABABBBBBABBABBABBABAAABBB,0.9459126908977661,1521.0,1381.699999988079,1733.9500000476837,0.0,-352.25000005960464,0.7968511202457292,12.0,36,24,0.0,22,38,0.0,52,68,0.0,120.0,60.0,60.0,60.0,0.6,0.4,0.0,0.36666666666666664,0.6333333333333333,0.0,0.43333333333333335,0.5666666666666667,0.0,0.6,0.4,0.19999999999999996,0.19999999999999996,61,19.0,No,Over the ear,"12-14, 17-18",Chinese (Mandarin),When one tone sounds especially lower,SONA for course credit,,Yes,Female,,2,3,"Yes, but not so well","bass, piano",Agree,Strongly Agree,The change between each single tone,2021-09-22 10:33:18,41737
120,S1C1600,chromatic,True,BBAABBBBAABABABBBBAABBABAAABBBABABABBBBABBAAAAABABABBBBBABAABABBABBBBABBBBAABBAABABBBAABBABBABBABAABAB,1.3537521174364786,1505.7999999970198,1527.75,2093.5,725.5,-565.75,0.729758777167423,16.0,28,23,9.0,22,29,9.0,42,60,18.0,120.0,60.0,60.0,51.0,0.4666666666666667,0.38333333333333336,0.15,0.36666666666666664,0.48333333333333334,0.15,0.35,0.5,0.15,0.5490196078431373,0.45098039215686275,0.08333333333333331,0.09803921568627455,62,20.0,No,in ear earbuds,,English,pitch,SONA for course credit,,Yes,Female,,3,0,No,,Strongly Agree,Agree,,2021-09-05 03:03:46,41326
121,S1C1600,diatonic,True,BBAABBBBAABABABBBBAABBABAAABBBABABABBBBABBAAAAABABABBBBBABAABABBABBBBABBBBAABBAABABBBAABBABBABBABAABAB,1.3537521174364786,1691.4000000059605,2015.199999988079,1579.9500000029802,1319.199999988079,435.24999998509884,1.2754834013635101,16.0,27,24,9.0,20,31,9.0,42,60,18.0,120.0,60.0,60.0,51.0,0.45,0.4,0.15,0.3333333333333333,0.5166666666666667,0.15,0.35,0.5,0.15,0.5294117647058824,0.47058823529411764,0.04999999999999999,0.05882352941176472,62,20.0,No,in ear earbuds,,English,pitch,SONA for course credit,,Yes,Female,,3,0,No,,Strongly Agree,Agree,,2021-09-05 03:03:46,41326
122,S1C1601,chromatic,True,ABBBABBBABABAABBAAABBBBAABABBABABBBABBBABBBBABAABBABBAAABBABAABBBBBABBABBABBBBBBAABABAAABBAAB,0.9668363504948702,1826.1499999761581,1579.3000000715256,1473.4500000476837,2552.149999976158,105.85000002384186,1.071838202871096,16.0,24,20,16.0,19,25,16.0,37,56,27.0,120.0,60.0,60.0,44.0,0.4,0.3333333333333333,0.26666666666666666,0.31666666666666665,0.4166666666666667,0.26666666666666666,0.30833333333333335,0.4666666666666667,0.225,0.5454545454545454,0.45454545454545453,0.06666666666666671,0.09090909090909088,63,18.0,No,"In-ear earphones (specifically, the Apple AirPods Pro)",13-18,Other (please specify below):,"The difference in the high and low pitched sounds, as well as differences in the musical rhythm",SONA for course credit,English & Korean,Yes,Male,,6,5,"Yes, I do alright",Flute,Agree,Neither Agree nor Disagree,The high and low pitched sounds,2021-09-05 12:24:39,41425
123,S1C1601,diatonic,True,ABBBABBBABABAABBAAABBBBAABABBABABBBABBBABBBBABAABBABBAAABBABAABBBBBABBABBABBBBBBAABABAAABBAAB,0.9668363504948702,1272.4499999284744,988.6500000953674,3072.7999999523163,3544.7999999523163,-2084.149999856949,0.32174238483165496,16.0,44,5,11.0,18,31,11.0,37,56,27.0,120.0,60.0,60.0,49.0,0.7333333333333333,0.08333333333333333,0.18333333333333332,0.3,0.5166666666666667,0.18333333333333332,0.30833333333333335,0.4666666666666667,0.225,0.8979591836734694,0.10204081632653061,0.6499999999999999,0.7959183673469388,63,18.0,No,"In-ear earphones (specifically, the Apple AirPods Pro)",13-18,Other (please specify below):,"The difference in the high and low pitched sounds, as well as differences in the musical rhythm",SONA for course credit,English & Korean,Yes,Male,,6,5,"Yes, I do alright",Flute,Agree,Neither Agree nor Disagree,The high and low pitched sounds,2021-09-05 12:24:39,41425
124,S1C1602,chromatic,True,ABABABBBBABAAABABBBBABBAAABBABBABABBBABBAAABBBBBAAABBBABBABABABBABBBABAABBABAAABAABABBABBABBBABBAABBBABBABABABBBABBB,2.145515717589387,1631.0,1449.7999999988824,1802.8500000014901,3302.89999999851,-353.0500000026077,0.8041711734185785,16.0,28,30,2.0,18,40,2.0,47,69,4.0,120.0,60.0,60.0,58.0,0.4666666666666667,0.5,0.03333333333333333,0.3,0.6666666666666666,0.03333333333333333,0.39166666666666666,0.575,0.03333333333333333,0.4827586206896552,0.5172413793103449,-0.033333333333333326,-0.03448275862068967,64,19.0,No,Apple AirPods,,English,The rhythm and pitches of the music helped me distinguish between melodies and made it easier to choose the most different option.  ,SONA for course credit,,Yes,Female,,5,0,No,,Strongly Agree,Disagree,I tried to keep track of any notes that stood with in the test sounds and tried to keep track of the rhythm of the sounds. Then I choose the option where the notes were a different pitch and rhythm. ,2021-09-05 15:07:39,41433
125,S1C1602,diatonic,True,ABABABBBBABAAABABBBBABBAAABBABBABABBBABBAAABBBBBAAABBBABBABABABBABBBABAABBABAAABAABABBABBABBBABBAABBBABBABABABBBABBB,2.145515717589387,2095.2999999970198,2087.0499999988824,2040.6999999973923,3370.699999999255,46.350000001490116,1.0227127946300532,16.0,32,26,2.0,29,29,2.0,47,69,4.0,120.0,60.0,60.0,58.0,0.5333333333333333,0.43333333333333335,0.03333333333333333,0.48333333333333334,0.48333333333333334,0.03333333333333333,0.39166666666666666,0.575,0.03333333333333333,0.5517241379310345,0.4482758620689655,0.09999999999999998,0.10344827586206895,64,19.0,No,Apple AirPods,,English,The rhythm and pitches of the music helped me distinguish between melodies and made it easier to choose the most different option.  ,SONA for course credit,,Yes,Female,,5,0,No,,Strongly Agree,Disagree,I tried to keep track of any notes that stood with in the test sounds and tried to keep track of the rhythm of the sounds. Then I choose the option where the notes were a different pitch and rhythm. ,2021-09-05 15:07:39,41433
