,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
681,681,843,Some notes felt more important than others.,52,likert,html-keyboard-response,70,170422,0.0-70.0,0 1 2 3 4,2,"[0, 8, 9, 10, 11]",4,11 14 10 2 11 14 10 2 12 2 13 10,71,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
682,682,1024,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,72,172449,0.0-72.0,0 1 2 3 4,2,"[0, 8, 9, 10, 11]",4,11 14 10 2 11 14 10 2 12 2 13 10,71,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
683,683,1250,The audio clip was melodic.,51,likert,html-keyboard-response,74,174702,0.0-74.0,0 1 2 3 4,2,"[0, 8, 9, 10, 11]",4,11 14 10 2 11 14 10 2 12 2 13 10,71,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
684,684,818,Some notes felt more important than others.,51,likert,html-keyboard-response,79,181841,0.0-79.0,0 2 3 6 8,2,"[0, 3, 5, 9, 11]",2,2 7 13 14 11 7 14 5 14 13 14 13,81,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
685,685,2034,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,81,184878,0.0-81.0,0 2 3 6 8,2,"[0, 3, 5, 9, 11]",2,2 7 13 14 11 7 14 5 14 13 14 13,81,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
686,686,1795,The audio clip was melodic.,51,likert,html-keyboard-response,83,187678,0.0-83.0,0 2 3 6 8,2,"[0, 3, 5, 9, 11]",2,2 7 13 14 11 7 14 5 14 13 14 13,81,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
687,687,1308,Some notes felt more important than others.,50,likert,html-keyboard-response,88,195478,0.0-88.0,0 2 3 4 7,2,"[0, 3, 8, 10, 11]",3,2 5 12 5 2 12 5 13 14 10 2 13,91,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
688,688,480,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,90,196961,0.0-90.0,0 2 3 4 7,2,"[0, 3, 8, 10, 11]",3,2 5 12 5 2 12 5 13 14 10 2 13,91,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
689,689,701,The audio clip was melodic.,50,likert,html-keyboard-response,92,198664,0.0-92.0,0 2 3 4 7,2,"[0, 3, 8, 10, 11]",3,2 5 12 5 2 12 5 13 14 10 2 13,91,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
690,690,1000,Some notes felt more important than others.,52,likert,html-keyboard-response,97,205926,0.0-97.0,0 2 4 5 6,-1,"[0, 2, 3, 4, 10]",1,2 1 3 2 1 9 -1 3 2 1 11 -1,101,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
691,691,992,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,99,207921,0.0-99.0,0 2 4 5 6,-1,"[0, 2, 3, 4, 10]",1,2 1 3 2 1 9 -1 3 2 1 11 -1,101,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
692,692,361,The audio clip was melodic.,52,likert,html-keyboard-response,101,209286,0.0-101.0,0 2 4 5 6,-1,"[0, 2, 3, 4, 10]",1,2 1 3 2 1 9 -1 3 2 1 11 -1,101,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
693,693,478,Some notes felt more important than others.,52,likert,html-keyboard-response,106,215893,0.0-106.0,0 1 3 5 7,0,"[0, 1, 3, 5, 7]",0,1 7 12 5 12 3 1 7 0 12 7 0,111,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
694,694,128,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,108,217024,0.0-108.0,0 1 3 5 7,0,"[0, 1, 3, 5, 7]",0,1 7 12 5 12 3 1 7 0 12 7 0,111,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
695,695,250,The audio clip was melodic.,52,likert,html-keyboard-response,110,218277,0.0-110.0,0 1 3 5 7,0,"[0, 1, 3, 5, 7]",0,1 7 12 5 12 3 1 7 0 12 7 0,111,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
696,696,1304,Some notes felt more important than others.,51,likert,html-keyboard-response,115,225813,0.0-115.0,0 2 3 6 9,-1,"[0, 2, 3, 6, 9]",0,5 1 2 8 -1 5 11 2 8 1 11 2,121,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
697,697,488,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,117,227304,0.0-117.0,0 2 3 6 9,-1,"[0, 2, 3, 6, 9]",0,5 1 2 8 -1 5 11 2 8 1 11 2,121,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
698,698,582,The audio clip was melodic.,50,likert,html-keyboard-response,119,228888,0.0-119.0,0 2 3 6 9,-1,"[0, 2, 3, 6, 9]",0,5 1 2 8 -1 5 11 2 8 1 11 2,121,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
699,699,800,Some notes felt more important than others.,51,likert,html-keyboard-response,124,236261,0.0-124.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,-1 2 1 0 1 2 10 0 10 1 11 -1,131,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
700,700,126,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,126,237392,0.0-126.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,-1 2 1 0 1 2 10 0 10 1 11 -1,131,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
701,701,241,The audio clip was melodic.,50,likert,html-keyboard-response,128,238637,0.0-128.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,-1 2 1 0 1 2 10 0 10 1 11 -1,131,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
702,702,336,Some notes felt more important than others.,51,likert,html-keyboard-response,133,245262,0.0-133.0,0 3 5 7 8,-2,"[0, 3, 5, 7, 8]",0,6 3 5 3 5 1 10 6 1 -2 1 6,141,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
703,703,633,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,135,246896,0.0-135.0,0 3 5 7 8,-2,"[0, 3, 5, 7, 8]",0,6 3 5 3 5 1 10 6 1 -2 1 6,141,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
704,704,290,The audio clip was melodic.,50,likert,html-keyboard-response,137,248189,0.0-137.0,0 3 5 7 8,-2,"[0, 3, 5, 7, 8]",0,6 3 5 3 5 1 10 6 1 -2 1 6,141,somewhat disagree,2,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
705,705,352,Some notes felt more important than others.,51,likert,html-keyboard-response,142,254792,0.0-142.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,1 0 -1 2 0 2 10 1 0 -1 0 10,151,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
706,706,227,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,144,256021,0.0-144.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,1 0 -1 2 0 2 10 1 0 -1 0 10,151,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
707,707,309,The audio clip was melodic.,51,likert,html-keyboard-response,146,257336,0.0-146.0,0 1 2 3 4,-1,"[0, 1, 2, 3, 11]",1,1 0 -1 2 0 2 10 1 0 -1 0 10,151,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
708,708,503,Some notes felt more important than others.,52,likert,html-keyboard-response,151,264688,0.0-151.0,0 2 3 4 6,0,"[0, 6, 8, 9, 10]",4,0 6 8 0 9 0 8 6 12 0 10 12,161,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
709,709,642,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,153,266333,0.0-153.0,0 2 3 4 6,0,"[0, 6, 8, 9, 10]",4,0 6 8 0 9 0 8 6 12 0 10 12,161,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
710,710,446,The audio clip was melodic.,52,likert,html-keyboard-response,155,267781,0.0-155.0,0 2 3 4 6,0,"[0, 6, 8, 9, 10]",4,0 6 8 0 9 0 8 6 12 0 10 12,161,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
711,711,1470,Some notes felt more important than others.,51,likert,html-keyboard-response,160,275461,0.0-160.0,0 2 3 4 5,-3,"[0, 7, 9, 10, 11]",4,8 4 -3 4 9 8 7 -3 8 9 6 -3,171,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
712,712,488,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,162,276952,0.0-162.0,0 2 3 4 5,-3,"[0, 7, 9, 10, 11]",4,8 4 -3 4 9 8 7 -3 8 9 6 -3,171,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
713,713,243,The audio clip was melodic.,52,likert,html-keyboard-response,164,278197,0.0-164.0,0 2 3 4 5,-3,"[0, 7, 9, 10, 11]",4,8 4 -3 4 9 8 7 -3 8 9 6 -3,171,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
714,714,415,Some notes felt more important than others.,51,likert,html-keyboard-response,169,284909,0.0-169.0,0 1 4 5 6,0,"[0, 1, 4, 5, 6]",0,6 1 6 0 4 5 6 4 0 1 0 4,181,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
715,715,326,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,171,286236,0.0-171.0,0 1 4 5 6,0,"[0, 1, 4, 5, 6]",0,6 1 6 0 4 5 6 4 0 1 0 4,181,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
716,716,321,The audio clip was melodic.,51,likert,html-keyboard-response,173,287564,0.0-173.0,0 1 4 5 6,0,"[0, 1, 4, 5, 6]",0,6 1 6 0 4 5 6 4 0 1 0 4,181,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
717,717,590,Some notes felt more important than others.,51,likert,html-keyboard-response,178,294452,0.0-178.0,0 1 2 5 8,3,"[0, 4, 5, 6, 9]",4,15 9 15 7 12 8 9 3 15 12 7 8,191,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
718,718,284,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,180,295741,0.0-180.0,0 1 2 5 8,3,"[0, 4, 5, 6, 9]",4,15 9 15 7 12 8 9 3 15 12 7 8,191,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
719,719,313,The audio clip was melodic.,52,likert,html-keyboard-response,182,297055,0.0-182.0,0 1 2 5 8,3,"[0, 4, 5, 6, 9]",4,15 9 15 7 12 8 9 3 15 12 7 8,191,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
720,720,334,Some notes felt more important than others.,52,likert,html-keyboard-response,187,303797,0.0-187.0,0 1 4 5 6,1,"[0, 1, 4, 5, 6]",0,6 1 2 6 2 1 7 6 2 13 7 5,201,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
721,721,150,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,189,304951,0.0-189.0,0 1 4 5 6,1,"[0, 1, 4, 5, 6]",0,6 1 2 6 2 1 7 6 2 13 7 5,201,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
722,722,243,The audio clip was melodic.,52,likert,html-keyboard-response,191,306196,0.0-191.0,0 1 4 5 6,1,"[0, 1, 4, 5, 6]",0,6 1 2 6 2 1 7 6 2 13 7 5,201,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
723,723,920,Some notes felt more important than others.,51,likert,html-keyboard-response,196,313365,0.0-196.0,0 1 3 6 8,2,"[0, 2, 5, 7, 11]",1,14 9 14 7 9 13 4 9 13 7 4 7,211,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
724,724,510,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,198,314876,0.0-198.0,0 1 3 6 8,2,"[0, 2, 5, 7, 11]",1,14 9 14 7 9 13 4 9 13 7 4 7,211,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
725,725,912,The audio clip was melodic.,51,likert,html-keyboard-response,200,316791,0.0-200.0,0 1 3 6 8,2,"[0, 2, 5, 7, 11]",1,14 9 14 7 9 13 4 9 13 7 4 7,211,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
726,726,601,Some notes felt more important than others.,52,likert,html-keyboard-response,205,323780,0.0-205.0,0 1 2 6 7,2,"[0, 4, 5, 10, 11]",2,6 12 13 6 2 12 14 7 2 6 13 12,221,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
727,727,392,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,207,325176,0.0-207.0,0 1 2 6 7,2,"[0, 4, 5, 10, 11]",2,6 12 13 6 2 12 14 7 2 6 13 12,221,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
728,728,143,The audio clip was melodic.,51,likert,html-keyboard-response,209,326324,0.0-209.0,0 1 2 6 7,2,"[0, 4, 5, 10, 11]",2,6 12 13 6 2 12 14 7 2 6 13 12,221,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
729,729,374,Some notes felt more important than others.,51,likert,html-keyboard-response,214,333028,0.0-214.0,0 1 4 5 6,2,"[0, 1, 4, 5, 6]",0,7 6 8 3 8 7 3 14 3 2 3 8,231,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
730,730,365,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,216,334399,0.0-216.0,0 1 4 5 6,2,"[0, 1, 4, 5, 6]",0,7 6 8 3 8 7 3 14 3 2 3 8,231,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
731,731,891,The audio clip was melodic.,51,likert,html-keyboard-response,218,336292,0.0-218.0,0 1 4 5 6,2,"[0, 1, 4, 5, 6]",0,7 6 8 3 8 7 3 14 3 2 3 8,231,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
732,732,285,Some notes felt more important than others.,52,likert,html-keyboard-response,223,342916,0.0-223.0,0 2 3 6 8,-1,"[0, 2, 3, 6, 8]",0,-1 2 7 2 1 11 5 -1 1 -1 11 2,241,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
733,733,1334,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,225,345252,0.0-225.0,0 2 3 6 8,-1,"[0, 2, 3, 6, 8]",0,-1 2 7 2 1 11 5 -1 1 -1 11 2,241,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
